Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Curtis Samuel,26,WAS,WR,17,12,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,
Tyler Shatley,31,JAX,LG,17,12,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,
Alex Singleton,29,DEN,RILB,17,12,0,0,0,0,3,1,0,0,0,0,0.0,163,101,62,6,3,0,
Jahlani Tavai,26,NWE,RILB,17,12,0,0,0,0,2,0,0,0,0,0,1.5,69,37,32,2,4,0,
Armon Watts,26,CHI,RDT,17,12,0,0,0,0,0,0,0,0,0,0,1.0,35,18,17,4,2,0,
Darious Williams,29,JAX,LCB,17,12,0,0,0,0,16,0,0,0,0,0,0.0,53,35,18,2,0,0,
Garrett Wilson,22,NYJ,WR,17,12,0,0,0,0,0,0,2,2,0,0,0.0,1,1,0,0,0,0,AP ORoY-1
Mo Alie-Cox,29,IND,TE,17,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Cody Barton,26,SEA,RILB,17,11,2,11,0,10,6,0,0,0,0,0,2.0,136,84,52,4,2,0,
Kaden Elliss,27,NOR,RLB,17,11,0,0,0,0,2,2,0,0,0,0,7.0,78,43,35,7,10,0,
Darrick Forrest,23,WAS,DB,17,11,4,1,0,1,9,2,0,1,12,0,0.0,88,56,32,1,0,0,
Ernest Jones,23,LAR,LILB,17,11,1,0,0,0,2,1,0,0,0,0,0.0,114,66,48,4,1,0,
Isiah Pacheco,23,KAN,RB,17,11,0,0,0,0,0,0,4,2,2,0,0.0,3,2,1,0,0,0,AP ORoY-10
Jack Stoll,24,PHI,TE,17,11,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Marquez Valdes-Scantling,28,KAN,WR,17,11,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Jihad Ward,28,NYG,LDE,17,11,0,0,0,0,4,2,0,0,0,0,3.0,43,28,15,7,13,0,
Trevis Gipson,25,CHI,LDE,17,10,0,0,0,0,3,0,0,0,0,0,3.0,31,17,14,4,11,0,
C.J. Henderson,24,CAR,LCB,17,10,2,74,0,54,6,1,0,1,0,0,0.0,58,50,8,2,0,0,
Christian McCaffrey,26,2TM,RB,17,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,"PB,AP OPoY-7,AP CPoY-2"
Rakeem Nunez-Roches,29,TAM,RDE,17,10,0,0,0,0,0,0,0,0,0,0,2.0,33,19,14,5,3,0,
Chandon Sullivan,26,MIN,CB,17,10,0,0,0,0,7,0,0,1,0,0,0.0,60,45,15,2,1,0,
Rodney Thomas II,24,IND,FS,17,10,4,51,0,35,6,0,0,0,0,0,0.0,52,34,18,0,0,0,
Brock Wright,24,DET,TE,17,10,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Montravius Adams,27,PIT,NT,17,9,0,0,0,0,1,0,0,0,0,0,0.0,26,12,14,1,0,0,
D'Onta Foreman,26,CAR,RB,17,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Leki Fotu,24,ARI,NT,17,9,0,0,0,0,0,0,0,1,0,0,0.0,31,13,18,1,2,0,
William Gholston,31,TAM,LDE,17,9,0,0,0,0,0,0,0,1,0,0,0.0,49,24,25,4,5,0,
Darren Hall,22,ATL,RCB,17,9,0,0,0,0,3,1,0,1,3,0,0.0,45,29,16,1,0,0,
Jakob Johnson,28,LVR,FB,17,9,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Ben Niemann,27,ARI,LB,17,9,0,0,0,0,1,0,0,1,0,0,0.0,70,38,32,2,1,0,
Josh Oliver,25,BAL,TE,17,9,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
K.J. Osborn,25,MIN,WR,17,9,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Roquan Smith,25,2TM,MLB,17,17,3,41,0,19,6,0,0,0,0,0,4.5,169,103,66,11,4,0,"PB,AP-1"
Broderick Washington Jr.,26,BAL,NT,17,9,0,0,0,0,6,0,0,0,0,0,1.0,49,25,24,2,4,0,
Jamaal Williams,27,DET,RB,17,9,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
DaRon Bland,23,DAL,DB,17,8,5,19,0,15,7,0,0,0,0,0,0.0,54,38,16,1,2,0,
Leo Chenal,22,KAN,RLB,17,8,0,0,0,0,0,0,0,0,0,0,1.0,35,19,16,3,3,0,
Noah Gray,23,KAN,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Malik Harrison,24,BAL,ROLB,17,8,0,0,0,0,0,0,0,0,0,0,0.0,31,20,11,1,0,0,
Tre' McKitty,23,LAC,TE,17,8,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
Keanu Neal,27,TAM,DB,17,8,1,0,0,0,4,0,0,0,0,0,0.5,63,41,22,2,5,0,
Anthony Nelson,25,TAM,LOLB,17,8,0,0,0,0,0,3,0,1,0,0,5.5,46,26,20,4,6,0,
Chigoziem Okonkwo,23,TEN,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,
Ogbonnia Okoronkwo,27,HOU,LDE,17,8,0,0,0,0,2,1,0,0,0,0,5.0,44,32,12,9,11,0,
Adrian Phillips,30,NWE,ROLB,17,8,0,0,0,0,3,0,0,0,0,0,0.0,66,37,29,3,1,0,
Quez Watkins,24,PHI,WR,17,8,0,0,0,0,0,0,1,0,0,0,0.0,3,3,0,0,0,0,
Kyzir White,26,PHI,DB,17,8,0,0,0,0,7,0,0,0,0,0,1.5,110,66,44,3,3,0,
Rachaad White,23,TAM,RB,17,8,0,0,0,0,0,0,3,0,0,0,0.0,6,4,2,0,0,0,
DeAndre Carter,29,LAC,WR,17,7,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
Kingsley Enagbare,22,GNB,ROLB,17,7,0,0,0,0,3,0,0,0,0,0,3.0,31,18,13,5,8,0,
Parker Hesse,27,ATL,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Greg Little,25,MIA,RT,17,7,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Luke Masterson,24,LVR,RLB,17,7,0,0,0,0,0,0,0,0,0,0,0.0,59,30,29,4,1,0,
Micah McFadden,22,NYG,RILB,17,7,0,0,0,0,0,1,0,0,0,0,2.0,59,36,23,6,2,0,
Dante Pettis,27,CHI,WR,17,7,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,0,
Kalif Raymond,28,DET,WR,17,7,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,AP-2
Amik Robertson,24,LVR,DB,17,7,2,7,0,7,9,1,0,1,68,1,1.0,38,29,9,2,0,0,
Dominique Robinson,24,CHI,RDE,17,7,0,0,0,0,2,0,0,0,0,0,1.5,30,19,11,2,2,0,
Rhamondre Stevenson,24,NWE,RB,17,7,0,0,0,0,0,0,4,2,0,0,0.0,3,3,0,0,0,0,
Geno Stone,23,BAL,FS,17,7,0,0,0,0,1,1,0,1,0,0,0.0,38,34,4,0,0,0,
Coby Bryant,23,SEA,DB,17,6,0,0,0,0,4,4,0,0,0,0,2.0,70,52,18,4,4,0,
Myles Bryant,24,NWE,CB,17,6,1,11,0,11,6,0,1,1,0,0,0.0,70,45,25,0,0,0,
Michael Carter II,23,NYJ,DB,17,6,2,0,0,0,9,0,0,0,0,0,0.0,63,50,13,3,0,0,
Martin Emerson,22,CLE,CB,17,6,0,0,0,0,15,0,0,0,0,0,1.0,63,51,12,1,1,0,
Tony Fields,23,CLE,RLB,17,6,1,16,1,16,1,1,0,1,1,0,0.0,48,29,19,1,0,0,
Rudy Ford,28,GNB,FS,17,6,3,87,0,34,3,1,0,1,1,0,0.0,44,31,13,0,0,0,
Michael Hoecht,25,LAR,DT/LB,17,6,0,0,0,0,0,1,0,0,0,0,4.5,36,23,13,4,9,0,
DeAndre Houston-Carson,29,CHI,SS,17,6,1,18,0,18,1,1,0,0,0,0,0.0,45,26,19,2,1,0,
Arthur Maulet,29,PIT,CB,17,6,1,12,0,12,3,1,0,0,0,0,2.0,59,38,21,2,2,0,
Royce Newman,25,GNB,RG/LG,17,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Odafe Oweh,24,BAL,LOLB,17,6,0,0,0,0,0,1,0,1,0,0,3.0,43,30,13,7,11,0,
Brandon Powell,27,LAR,WR,17,6,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,
Eric Saubert,28,DEN,TE,17,6,0,0,0,0,0,0,0,1,0,0,0.0,7,5,2,0,0,0,
Keith Smith,30,ATL,WR,17,6,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Shi Smith,24,CAR,WR,17,6,0,0,0,0,0,0,4,1,0,0,0.0,3,3,0,0,0,0,
DeMarcus Walker,28,TEN,DE,17,6,0,0,0,0,0,0,0,0,0,0,7.0,32,23,9,10,16,0,
Troy Andersen,23,ATL,MLB,17,5,0,0,0,0,1,1,0,0,0,0,0.0,69,40,29,3,3,0,
Dorance Armstrong Jr.,25,DAL,RDE,17,5,0,0,0,0,0,1,1,2,1,0,8.5,33,17,16,10,16,0,
Alohi Gilman,25,LAC,S,17,5,1,18,0,18,3,1,0,2,4,0,0.0,58,35,23,0,0,0,
Timmy Horne,25,ATL,DE,17,5,0,0,0,0,1,0,0,0,0,0,0.0,27,13,14,0,1,0,
Jabrill Peppers,27,NWE,DB,17,5,0,0,0,0,0,0,0,1,12,0,0.0,60,35,25,2,0,0,
Demarcus Robinson,28,BAL,WR,17,5,0,0,0,0,0,0,2,0,0,0,0.0,5,5,0,0,0,0,
E.J. Speed,27,IND,LB,17,5,0,0,0,0,2,2,0,0,0,0,1.0,63,37,26,7,1,0,
Tanner Vallejo,28,ARI,LB,17,5,0,0,0,0,1,1,0,0,0,0,0.0,37,20,17,2,2,0,
Andrew Van Ginkel,27,MIA,ROLB,17,5,1,23,0,23,2,0,0,0,0,0,0.5,47,24,23,3,4,0,
Justin Watson,27,KAN,WR,17,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Damien Wilson,29,CAR,MLB,17,5,0,0,0,0,0,1,0,0,0,0,2.0,38,23,15,4,2,0,
Alex Wright,22,CLE,DE,17,5,0,0,0,0,5,0,0,1,0,0,0.0,28,13,15,2,0,0,
Justin Ellis,32,NYG,DT,17,4,0,0,0,0,0,0,0,0,0,0,1.0,22,5,17,2,1,0,
C.J. Ham,29,MIN,FB,17,4,0,0,0,0,0,0,0,0,0,0,0.0,8,8,0,0,0,0,
Darius Harris,26,KAN,LB,17,4,0,0,0,0,1,0,0,1,2,0,1.5,43,23,20,3,2,0,
Richie James,27,NYG,WR,17,4,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0,0,0,
Keisean Nixon,25,GNB,CB,17,4,1,1,0,1,2,1,0,0,0,0,0.0,23,18,5,1,0,0,AP-1
Dayo Odeyingbo,23,IND,DE,17,4,0,0,0,0,0,0,0,0,0,0,5.0,31,18,13,5,11,0,
Dare Ogunbowale,28,HOU,RB,17,4,0,0,0,0,0,0,0,1,0,0,0.0,11,9,2,0,0,0,
Mike Purcell,31,DEN,NT,17,4,0,0,0,0,0,0,0,1,0,0,1.5,45,21,24,1,4,1,
Trent Sherfield,26,MIA,WR,17,4,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Tommy Tremble,22,CAR,TE,17,4,0,0,0,0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,
Joshua Williams,23,KAN,DB,17,4,1,7,0,7,7,0,0,0,0,0,0.0,40,29,11,1,0,0,
Oren Burks,27,SFO,LB,17,3,0,0,0,0,1,0,0,0,0,0,0.5,38,15,23,1,1,0,
Josiah Deguara,25,GNB,TE,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,
AJ Dillon,24,GNB,RB,17,3,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,
Sean Harlow,27,ARI,G,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Melvin Ingram,33,MIA,LB,17,3,0,0,0,0,1,1,0,2,3,1,6.0,22,15,7,7,10,0,
Quinton Jefferson,29,SEA,DT,17,3,0,0,0,0,2,0,0,0,0,0,5.5,29,17,12,6,13,0,
Arden Key,26,JAX,DE,17,3,0,0,0,0,2,0,0,1,0,0,4.5,27,16,11,5,15,0,
Corey Levin,28,TEN,C,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Boye Mafe,24,SEA,LB,17,3,0,0,0,0,0,0,0,0,0,0,3.0,41,28,13,3,4,0,
Josh Metellus,24,MIN,S,17,3,1,0,0,0,5,0,0,0,0,0,0.0,42,32,10,1,0,0,
Charles Omenihu,25,SFO,DE,17,3,0,0,0,0,1,1,0,0,0,0,4.5,20,7,13,3,16,0,
Danny Pinter,26,IND,G,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Jeremy Reaves,26,WAS,S,17,3,0,0,0,0,1,0,0,0,0,0,0.0,33,20,13,0,0,0,"PB,AP-1"
Nathan Shepherd,29,NYJ,DT,17,3,0,0,0,0,0,0,0,0,0,0,1.5,33,16,17,4,6,0,
Cam Sims,26,WAS,WR,17,3,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Ja'Sir Taylor,23,LAC,DB,17,3,0,0,0,0,1,0,0,0,0,0,0.0,22,13,9,0,0,0,
Roderic Teamer,25,LVR,S,17,3,0,0,0,0,0,0,0,0,0,0,0.0,40,25,15,2,0,0,
Robert Tonyan,28,GNB,TE,17,3,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Derek Watt,30,PIT,FB,17,3,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Sam Webb,24,LVR,CB,17,3,0,0,0,0,3,1,0,0,0,0,0.0,36,26,10,0,0,0,
Avery Williams,24,ATL,RB,17,3,0,0,0,0,0,0,1,0,0,0,0.0,3,0,3,0,0,0,
Mack Wilson,24,NWE,LB,17,3,0,0,0,0,1,1,0,0,0,0,1.5,36,15,21,2,2,0,
Andrew Wingard,26,JAX,S,17,3,1,13,0,13,1,1,0,0,0,0,0.0,37,27,10,2,1,0,
Tyson Alualu,35,PIT,NT,17,2,0,0,0,0,1,0,0,0,0,0,0.5,13,5,8,0,2,0,
Braxton Berrios,27,NYJ,WR,17,2,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,
Carlos Dunlap,33,KAN,DE,17,2,0,0,0,0,8,1,0,0,0,0,4.0,39,25,14,6,12,0,
Mike Ford,27,ATL,CB,17,2,0,0,0,0,0,0,0,0,0,0,0.0,15,7,8,1,1,0,
Peyton Hendershot,23,DAL,TE,17,2,0,0,0,0,0,0,1,0,0,0,0.0,7,6,1,0,0,0,
Christian Holmes,25,WAS,CB,17,2,0,0,0,0,0,0,0,2,0,0,0.0,12,8,4,0,0,0,
Austin Hooper,28,TEN,TE,17,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Ray-Ray McCloud,26,SFO,WR,17,2,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Zach Pascal,28,PHI,WR,17,2,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,
Mike Pennel,31,CHI,DT,17,2,0,0,0,0,2,1,0,1,0,0,0.0,26,16,10,2,2,0,
James Pierre,26,PIT,CB,17,2,1,0,0,0,4,0,1,1,0,0,0.0,29,21,8,0,0,0,
Duke Riley,28,MIA,LB,17,2,0,0,0,0,2,0,0,0,0,0,1.0,45,25,20,3,0,0,
Tedarrell Slaton,25,GNB,DT,17,2,0,0,0,0,2,0,0,0,0,0,0.0,31,15,16,2,0,0,
Tremon Smith,26,HOU,DB,17,2,2,33,0,26,4,3,0,0,0,0,0.0,22,16,6,1,0,0,
Daniel Sorensen,32,NOR,S,17,2,2,50,0,36,3,0,0,0,0,0,0.0,25,15,10,0,0,0,
Keith Taylor,24,CAR,CB,17,2,0,0,0,0,3,0,1,2,0,0,0.0,29,24,5,0,0,0,
Charlie Woerner,25,SFO,TE,17,2,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
Chris Board,27,DET,LB,17,1,0,0,0,0,1,1,0,0,0,0,0.0,21,17,4,0,1,0,
Matt Breida,27,NYG,RB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Tyler Davis,25,GNB,TE,17,1,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,
Dee Delaney,27,TAM,DB,17,1,0,0,0,0,0,0,1,0,0,0,0.0,29,25,4,2,0,0,
Sam Franklin,26,CAR,S,17,1,0,0,0,0,0,1,0,0,0,0,0.0,20,15,5,1,0,0,
Brandon Graham,34,PHI,DE,17,1,0,0,0,0,1,2,0,0,0,0,11.0,35,19,16,11,16,0,AP CPoY-4
A.J. Green,24,CLE,CB,17,1,1,0,0,0,1,0,0,0,0,0,0.0,18,14,4,0,1,0,
Marquis Haynes,29,CAR,LB,17,1,0,0,0,0,4,0,0,1,44,1,5.0,29,20,9,7,13,0,
KhaDarel Hodge,27,ATL,WR,17,1,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,
Ty Johnson,25,NYJ,RB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Tim Jones,24,JAX,WR,17,1,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,
Isaiah McDuffie,23,GNB,LB,17,1,0,0,0,0,0,0,0,1,0,0,0.0,43,27,16,0,0,0,
Tanner Muse,26,SEA,LB,17,1,0,0,0,0,1,0,0,0,0,0,0.0,16,11,5,0,0,0,
Efe Obada,30,WAS,DE,17,1,0,0,0,0,2,0,0,0,0,0,4.0,24,14,10,4,8,0,
Anthony Pittman,26,DET,LB,17,1,0,0,0,0,0,1,0,0,0,0,0.0,5,3,2,0,1,0,
K'Von Wallace,25,PHI,S,17,1,0,0,0,0,2,0,0,0,0,0,0.0,28,21,7,1,0,0,
Ameer Abdullah,29,LVR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,
Bryan Anger,34,DAL,P,17,0,0,0,0,0,0,0,1,1,-14,0,0.0,0,0,0,0,0,0,
Justin Bethel,32,MIA,DB,17,0,1,11,0,11,4,0,0,0,0,0,0.0,26,17,9,0,0,0,
Kris Boyd,26,MIN,DB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,13,8,5,0,0,0,
Gary Brightwell,23,NYG,RB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,4,0,4,0,0,0,
Cam Brown,24,NYG,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,
Michael Burton,30,KAN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,
Jake Camarda,23,TAM,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,
Sean Chandler,26,CAR,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,19,11,8,0,0,0,
Camaron Cheeseman,24,WAS,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Chris Claybrooks,25,JAX,CB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,10,3,0,0,0,
Jack Coco,24,GNB,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Carter Coughlin,25,NYG,LB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,9,7,2,0,0,0,
Britain Covey,25,PHI,WR,17,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Byron Cowart,26,IND,DT,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,4,8,2,0,0,
Morgan Cox,36,TEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PB
Scott Daly,28,DET,LS,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Nakobe Dean,22,PHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,1,0,0,
Andrew DePaola,35,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,"PB,AP-1"
Michael Dickson,26,SEA,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Riley Dixon,29,LAR,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,
Andrew Dowell,26,NOR,LB,17,0,0,0,0,0,0,2,0,0,0,0,0.0,7,4,3,0,0,0,
Troy Dye,26,MIN,LB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,15,8,7,0,0,0,
Trestan Ebner,23,CHI,RB,17,0,0,0,0,0,0,0,2,4,-18,0,0.0,3,3,0,0,0,0,
Samuel Eguavoen,29,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,
Matthias Farley,30,LVR,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,11,4,7,0,0,0,
Luke Farrell,25,JAX,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Blake Ferguson,25,MIA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Demetrius Flannigan-Fowles,26,SFO,LB,17,0,0,0,0,0,0,0,0,0,0,0,1.0,22,13,9,1,1,0,
Dante Fowler,28,DAL,DE,17,0,0,0,0,0,2,2,0,0,0,0,6.0,27,22,5,7,9,0,
Jack Fox,26,DET,P,17,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,
Graham Gano,35,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Matt Gay,28,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Trenton Gill,23,CHI,P,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Jamie Gillan,25,NYG,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
C.J. Goodwin,32,DAL,CB,17,0,0,0,0,0,0,1,0,0,0,0,0.0,8,3,5,0,0,0,
Robbie Gould,40,SFO,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Matt Haack,28,IND,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Logan Hall,22,TAM,DE,17,0,0,0,0,0,0,0,0,0,0,0,2.5,12,7,5,5,6,0,
Justin Hardee,28,NYJ,WR,17,0,0,0,0,0,0,1,0,0,0,0,0.0,14,10,4,0,0,0,PB
Josh Harris,33,LAC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
Jamycal Hasty,26,JAX,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Thomas Hennessy,28,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Matt Henningsen,23,DEN,DE,17,0,0,0,0,0,0,0,0,0,0,0,1.0,21,8,13,2,1,0,
Connor Heyward,23,PIT,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,3,6,0,0,0,
Charley Hughlett,32,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
Kareem Hunt,27,CLE,RB,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
J.J. Jansen,36,CAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Caleb Johnson,24,JAX,LB,17,0,0,0,0,0,0,1,0,0,0,0,0.0,16,10,6,0,0,0,
Benito Jones,25,DET,DT,17,0,0,0,0,0,2,0,0,0,0,0,1.5,16,8,8,0,4,0,
Jamir Jones,24,PIT,LB,17,0,0,0,0,0,1,0,0,0,0,0,0.0,10,6,4,0,0,0,
Michael Jordan,24,CAR,G,17,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,
Greg Joseph,28,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Miles Killebrew,29,PIT,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,
Malcolm Koonce,24,LVR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,3,0,0,0,
Casey Kreiter,32,NYG,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Christian Kuntz,28,PIT,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Dallin Leavitt,28,GNB,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,7,6,0,0,0,
Deane Leonard,23,LAC,DB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,5,4,1,0,0,0,
Rick Lovato,30,PHI,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,
Braden Mann,25,NYJ,P,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Ross Matiscik,26,JAX,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,
Liam McCullough,25,ATL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,
Jerick McKinnon,30,KAN,RB,17,0,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,AP CPoY-12
Zech McPhearson,24,PHI,CB,17,0,0,0,0,0,1,0,0,0,0,0,1.0,14,12,2,1,1,0,
Nick Moore,30,BAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,AP-2
Thomas Morstead,36,MIA,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Eric Murray,28,HOU,DB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,27,18,9,0,0,0,
Jason Myers,31,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,PB
Nick Niemann,25,LAC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,
Kene Nwangwu,24,MIN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,AP-2
Pat O'Connor,29,TAM,DE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,1,1,0,
George Odum,29,SFO,S,17,0,1,25,0,25,1,0,0,0,0,0,0.0,22,16,6,0,0,0,AP-2
Amen Ogbongbemiga,24,LAC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,
Matthew Orzech,27,LAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,
Eddy Piñeiro,27,CAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Shaquille Quarterman,25,JAX,LB,17,0,0,0,0,0,0,1,0,0,0,0,0.0,16,8,8,0,0,0,
Jalen Reagor,23,MIN,WR,17,0,0,0,0,0,0,0,4,3,11,0,0.0,1,1,0,0,0,0,
Troy Reeder,28,LAC,LB,17,0,0,0,0,0,1,1,0,0,0,0,0.0,11,6,5,0,0,0,
Jalen Reeves-Maybin,27,HOU,LB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,15,9,6,0,0,0,
